id;display_order;EventID;Date_Maybe;Date_Stage;Stage_Short;季節;大約日期;地點;事件名稱;事件分類;神學主題;耶穌品格;焦點;福音中心;經文總覽;經文_太;經文_可;經文_路;經文_約;經文狀態;合參原則;年代確信度;順序確信度;資料類型;事件分類_五大精分;分類依據_研究級;教導_主題_研究級;事件分類_研究級_細分;教導_天國_二級主題;比喻_二級主題;神蹟_二級主題;事件分類_研究級_終版;示範_二級主題;智慧_二級主題;幽默_二級主題;事件分類_研究級_終極;分類_Tags;新約串珠;新約串珠_理由;新約串珠_事件級;新約串珠_事件級_結論;主題索引_研究級;舊約彌賽亞串珠;舊約經文引用_耶穌;人事時地物預表;舊約經文引用_耶穌_擴充;人事時地物預表_一級;人事時地物預表_二級;使用者痛點標籤;一句帶走的話;使用者痛點_主要;使用者痛點_次要;福音中心_微型敘事;福音中心_old
354;142;E-142;0030-04;;Passion Week;冬;週六(逾越節前六日);伯大尼(西門家);伯大尼受膏;;奉獻;榮耀、真理、恩典;時間錨點:約12:1 (對觀福音為敘事鋪陳);【伯大尼受膏】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;Mt 26:6-13 | Mk 14:3-9 | Jn 12:1-8;Mt 26:6-13;Mk 14:3-9;;Jn 12:1-8;經文明載;合參移位 (馬太/馬可主題編排);高;高;事件;教導>教導;;天國/福音;;天國宣告;;;;;;;;;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2｜共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;理由：①本事件集中在「十字架的代替與救贖」；②書信明確把耶穌之死解釋為挽回祭/代罪羔羊/一次永遠的獻上；③共同信息：罪得赦免與與神和好皆源於基督完成。;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2;共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 1:1-3; 出 34:6; 賽 9:2";;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-142）;身份困惑;匱乏／無力;【伯大尼受膏】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;神先向人揭露耶穌的真實身分，救恩的起點不是人找到神，而是神把自己給人看見，讓信心有可依據的對象。
355;143;E-143;0030-04;;Passion Week;冬;週六(晚);伯大尼;拉撒路引起的殺機;;見證;憐憫、大能、同理;除滅證據;【拉撒路引起的殺機】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;Jn 12:9-11;;;;Jn 12:9-11;邏輯推論;福音書順序;高;高;事件;神蹟>醫治;;;;;;醫治-身體;;;;;;;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2｜共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;理由：①本事件集中在「十字架的代替與救贖」；②書信明確把耶穌之死解釋為挽回祭/代罪羔羊/一次永遠的獻上；③共同信息：罪得赦免與與神和好皆源於基督完成。;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2;共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;神國能力／記號;"【M】[彌賽亞預言] 王上 17:17-24; 王下 4:32-37; 賽 25:8; 但 12:2";;;;;;失去／哀傷;祂不只安慰你，祂把生命帶回來。（E-143）;失去／哀傷;焦慮／恐懼;【拉撒路引起的殺機】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;耶穌的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。
356;144;E-144;0030-04;;Passion Week;冬;週日;橄欖山;榮耀進耶路撒冷;;王權;榮耀、真理、恩典;謙和君王;【榮耀進耶路撒冷】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;Mt 21:1-11 | Mk 11:1-11 | Lk 19:29-44 | Jn 12:12-19;Mt 21:1-11;Mk 11:1-11;Lk 19:29-44, Lk 19:28;Jn 12:12-19;經文明載;經文段落連結;高;高;事件;教導>教導;;信心/懼怕/疑惑;;;;;;;;;;;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2｜共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;理由：①本事件集中在「十字架的代替與救贖」；②書信明確把耶穌之死解釋為挽回祭/代罪羔羊/一次永遠的獻上；③共同信息：罪得赦免與與神和好皆源於基督完成。;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2;共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 1:1-3; 出 34:6; 賽 9:2";;亞 9:9；詩 118:25-26;;事件;君王進京/謙和的王;身份困惑;你還沒開口，祂已先靠近你。（E-144）;身份困惑;匱乏／無力;【榮耀進耶路撒冷】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;神先向人揭露耶穌的真實身分，救恩的起點不是人找到神，而是神把自己給人看見，讓信心有可依據的對象。
357;145;E-145;—;;Meta;冬;週一;路旁;咒詛無花果樹;;審判;公義、聖潔、勇氣;不結果子;只有葉子沒有果子，耶穌揭穿假敬虔：福音不是外貌表現，而是生命真實被更新、結出果子。;Mt 21:18-19 | Mk 11:12-14;Mt 21:18-19;Mk 11:12-14;;;經文明載;經文段落連結;高;高;事件;後設>說明;;;;;;;;;;;;;;;提後 3:5；雅 2:14-26；多 1:16;共同點：耶穌審判「只有葉子」的假象；書信嚴厲警告「有敬虔外貌卻背了實意」的虛假信心。;天國門徒生活（綜合）;;;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-145）;身份困惑;匱乏／無力;只有葉子沒有果子，耶穌揭穿假敬虔：福音不是外貌表現，而是生命真實被更新、結出果子。;在醫治/恢復裡，耶穌把人從失能與羞恥中領回整全；救恩不只是靈魂口號，而是神親自恢復人被奪走的生命。
358;146;E-146;—;;Meta;冬;週一;聖殿;第二次潔淨聖殿;;聖潔;信實、謙卑、恩典;禱告的殿;敬拜被交易邏輯佔滿，耶穌翻桌：祂不只是修理宗教，而是把你帶回『為神而活』的純粹。（E-146）;Mt 21:12-13 | Mk 11:15-19 | Lk 19:45-48;Mt 21:12-13, Mt 21:14-17;Mk 11:15-19;Lk 19:45-48;;經文明載;經文段落連結;高;高;事件;後設>說明;;;;;;;;;;;;;;;林前 3:16-17；林後 6:16；弗 2:19-22;共同點：耶穌潔淨石頭聖殿；書信宣告信徒群體才是神真正的居所，應當聖潔。;天國門徒生活（綜合）;;賽 56:7；耶 7:11;詩 69:9;賽 56:7；耶 7:11;制度;真聖殿/萬國禱告的殿;控制／權力壓力;祂翻桌不是失控，是把你帶回純粹。（E-146）;控制／權力壓力;身份困惑;敬拜被交易邏輯佔滿，耶穌翻桌：祂不只是修理宗教，而是把你帶回『為神而活』的純粹。（E-146）;救主的故事從家庭、血統與歷史的複雜開始，宣告神能把破碎與污點編進救恩線；因此人的價值不再被出身與過去定義。
359;147;E-147;—;;Meta;冬;週二;路旁;無花果樹枯乾的教導;;信心;憐憫、權柄、溫柔;移山;【無花果樹枯乾的教導】 耶穌在這段故事中主動靠近人：救恩不是抽象概念，而是祂在你生活裡的真實臨在。;Mt 21:20-22 | Mk 11:20-25;Mt 21:20-22;Mk 11:20-25, Mk 11:26;;;經文明載;經文段落連結;高;高;事件;後設>說明;;;;;;;;;;;;;;;;;天國門徒生活（綜合）;;;;;;;匱乏／無力;你撐不住時，祂先供應你。（E-147）;匱乏／無力;身份困惑;【無花果樹枯乾的教導】 耶穌在這段故事中主動靠近人：救恩不是抽象概念，而是祂在你生活裡的真實臨在。;在醫治/恢復裡，耶穌把人從失能與羞恥中領回整全；救恩不只是靈魂口號，而是神親自恢復人被奪走的生命。
360;148;E-148;—;;Meta;冬;週二;聖殿;權柄的質問;;權柄;同理、耐心、智慧;約翰的洗;【權柄的質問】 耶穌在這段故事中主動靠近人：救恩不是抽象概念，而是祂在你生活裡的真實臨在。;Mt 21:23-27 | Mk 11:27-33 | Lk 20:1-8;Mt 21:23-27;Mk 11:27-33;Lk 20:1-8;;經文明載;經文段落連結;高;高;事件;後設>說明;;;;;;;;;;;;;;;;;天國門徒生活（綜合）;;;耶 8:13；何 9:10;;事件;無果審判/不結果的以色列;控制／權力壓力;你被規則逼著活，祂把你放回恩典。（E-148）;控制／權力壓力;身份困惑;【權柄的質問】 耶穌在這段故事中主動靠近人：救恩不是抽象概念，而是祂在你生活裡的真實臨在。;這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。
361;149;E-149;—;;Meta;冬;週二;聖殿;兩個兒子的比喻;;順服;智慧、洞察、真理;稅吏與娼妓;【兩個兒子的比喻】 耶穌在這段故事中主動靠近人：救恩不是抽象概念，而是祂在你生活裡的真實臨在。;Mt 21:28-32;Mt 21:28-32;;;;經文明載;福音書順序;中;中;事件;後設>說明;;;;;;;;;;;;;;;;;天國門徒生活（綜合）;;;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-149）;身份困惑;匱乏／無力;【兩個兒子的比喻】 耶穌在這段故事中主動靠近人：救恩不是抽象概念，而是祂在你生活裡的真實臨在。;比喻不是給成功祕訣，而是把人從自義的劇本中救出來；耶穌先翻轉價值秩序，使人不必靠表現爭取被神接納。
363;176;E-176;0030-04;;Passion Week;冬;週四;路上;臨別講論(6):憂愁變為喜樂;;得勝;智慧、勇氣、真理;產難;【臨別講論(6):憂愁變為喜樂】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;Jn 16:16-33;;;;Jn 16:16-33;經文明載;福音書順序;高;高;事件;教導>教導;;身份/基督論/救恩;;;;;;;;;;;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2｜共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;理由：①本事件集中在「十字架的代替與救贖」；②書信明確把耶穌之死解釋為挽回祭/代罪羔羊/一次永遠的獻上；③共同信息：罪得赦免與與神和好皆源於基督完成。;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2;共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 彌 6:6-8; 詩 51:16-17";;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-176）;身份困惑;匱乏／無力;【臨別講論(6):憂愁變為喜樂】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向白白的愛；因此順服不是交換救恩，而是被拯救後的新生活。
364;177;E-177;0030-04;;Passion Week;冬;週四;汲淪溪;大祭司的禱告;;合一;沉默的勇氣、公義、堅毅;榮耀;【大祭司的禱告】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;Jn 17:1-26;;;;Jn 17:1-26;經文明載;福音書順序;高;高;事件;示範>禱告/靈修;;;;;;;;示範綜合;;;;;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2｜共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;理由：①本事件集中在「十字架的代替與救贖」；②書信明確把耶穌之死解釋為挽回祭/代罪羔羊/一次永遠的獻上；③共同信息：罪得赦免與與神和好皆源於基督完成。;帖前 5:16-18；腓 4:6-7；弗 6:18;共同點：耶穌教導禱告的節奏；書信把它落實為常常喜樂、凡事謝恩、在聖靈裡隨時禱告。;禱告／與父相交;"【M】[彌賽亞預言] 賽 53:7-9; 詩 35:11";;;;;;身份困惑;祂不是說給你聽，祂做給你看。（E-177）;身份困惑;匱乏／無力;【大祭司的禱告】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。
365;178;E-178;0030-04;;Passion Week;冬;週五(夜);橄欖山;客西馬尼禱告;;順服;順服、堅毅、信靠;苦杯;極度恐懼裡，耶穌沒有逃走而是順服到底：祂喝盡苦杯，讓你能舉起救恩的杯。;Mt 26:36-46 | Mk 14:32-42 | Lk 22:39-46;Mt 26:36-46;Mk 14:32-42;Lk 22:39-46;;經文明載;經文段落連結;高;高;事件;示範>禱告/靈修;;;;;;;;順服父神;;;;;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2｜共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;理由：①本事件集中在「十字架的代替與救贖」；②書信明確把耶穌之死解釋為挽回祭/代罪羔羊/一次永遠的獻上；③共同信息：罪得赦免與與神和好皆源於基督完成。;帖前 5:16-18；腓 4:6-7；弗 6:18;共同點：耶穌教導禱告的節奏；書信把它落實為常常喜樂、凡事謝恩、在聖靈裡隨時禱告。;禱告／與父相交;"【M】[彌賽亞預言] 詩 40:7-8; 賽 50:6-7";;;;;;身份困惑;你想逃，祂選擇留下，為你到底。;身份困惑;匱乏／無力;極度恐懼裡，耶穌沒有逃走而是順服到底：祂喝盡苦杯，讓你能舉起救恩的杯。;在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。
366;179;E-179;0030-04;;Passion Week;冬;週五(夜);橄欖山;被捕與門徒逃散;;背叛;順服、堅毅、信靠;拿住耶穌;【被捕與門徒逃散】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;Mt 26:47-56 | Mk 14:43-52 | Lk 22:47-53 | Jn 18:1-12;Mt 26:47-56;Mk 14:43-52;Lk 22:47-53;Jn 18:1-12;經文明載;經文段落連結;高;高;事件;教導>命令/門訓;;天國/福音;;天國綜合;;;;;;;;;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2｜共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;理由：①本事件集中在「十字架的代替與救贖」；②書信明確把耶穌之死解釋為挽回祭/代罪羔羊/一次永遠的獻上；③共同信息：罪得赦免與與神和好皆源於基督完成。;弗 4:11-16；提後 2:1-2；彼前 4:10-11;共同點：耶穌塑造並差遣門徒；書信將其制度化為教會建造、恩賜服事與代代傳承真道。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 詩 40:7-8; 賽 50:6-7";;;;;;焦慮／恐懼;你怕得要命時，祂仍在船上。（E-179）;焦慮／恐懼;身份困惑;【被捕與門徒逃散】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。
367;180;E-180;0030-04;;Passion Week;冬;週五(晨);大祭司府;宗教審判(亞那與該亞法);;見證;榮耀、真理、恩典;你是神的兒子;【宗教審判(亞那與該亞法)】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;"Mt 26:57-68 | Mk 14:53-65 | Lk 22:54; 63-71 | Jn 18:13-24";Mt 26:57-68;Mk 14:53-65;"Lk 22:54; 63-71";Jn 18:13-24;經文明載;經文段落連結;高;高;事件;教導>教導;;信心/懼怕/疑惑;;;;;;;;;;;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2｜共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;理由：①本事件集中在「十字架的代替與救贖」；②書信明確把耶穌之死解釋為挽回祭/代罪羔羊/一次永遠的獻上；③共同信息：罪得赦免與與神和好皆源於基督完成。;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2;共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;政治神學／權柄與順服;"【M】[彌賽亞預言] 創 1:1-3; 出 34:6; 賽 9:2";;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-180）;身份困惑;匱乏／無力;【宗教審判(亞那與該亞法)】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;神先向人揭露耶穌的真實身分，救恩的起點不是人找到神，而是神把自己給人看見，讓信心有可依據的對象。
368;181;E-181;0030-04;;Passion Week;冬;週五(晨);大祭司院;彼得三次不認主;;軟弱;堅毅、愛、信實;雞叫;【彼得三次不認主】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;"Mt 26:69-75 | Mk 14:66-72 | Lk 22:55-62 | Jn 18:15-18; 25-27";Mt 26:69-75;Mk 14:66-72;Lk 22:55-62;"Jn 18:15-18; 25-27";經文明載;經文段落連結;高;高;事件;教導>教導;;天國/福音;;天國倫理;;;;;;;;;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2｜共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;理由：①本事件集中在「十字架的代替與救贖」；②書信明確把耶穌之死解釋為挽回祭/代罪羔羊/一次永遠的獻上；③共同信息：罪得赦免與與神和好皆源於基督完成。;彼前 1:6-7；來 4:16；提後 2:13;共同點：門徒的跌倒在試煉中被顯明；書信安慰：信心經火仍可被潔淨，失信時主仍可信，鼓勵回到施恩座。;天國門徒生活（綜合）;【M】[彌賽亞預言] 賽 53:4-12;;;;;;羞恥／罪咎;祂看你一眼，不是定罪，是挽回。（E-181）;羞恥／罪咎;身份困惑;【彼得三次不認主】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;十字架把神的公義與慈愛同時成就：罪被審判，人被挽回；因此我們可以在白白的愛裡得著真正的平安。
369;204;E-204;0030-04;;Passion Week;冬;約 西元 30 年;文本附錄;【附錄】馬可長結尾摘要;;文本爭議;;趕鬼新方言;【【附錄】馬可長結尾摘要】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;Mk 16:9-20;;Mk 16:9-20;;;存在爭議;學術共識;低;高;經文鑑別;神蹟>趕鬼/釋放;;;;;;釋放-趕鬼;;;;;;;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2｜共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;理由：①本事件集中在「十字架的代替與救贖」；②書信明確把耶穌之死解釋為挽回祭/代罪羔羊/一次永遠的獻上；③共同信息：罪得赦免與與神和好皆源於基督完成。;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2;共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;神國能力／記號;;;;;;;焦慮／恐懼;祂先介入你的現場，再重寫你的信心。（E-204）;焦慮／恐懼;匱乏／無力;【【附錄】馬可長結尾摘要】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;此列為資料庫後設：福音不是零散故事，而是可追溯的歷史見證；因此信仰有其公開可驗的起點與脈絡。
370;155;E-155;—;;Meta;冬;週二;聖殿;大衛子孫的辯論;;身分;智慧、勇氣、真理;大衛的主;【大衛子孫的辯論】 耶穌在這段故事中主動靠近人：救恩不是抽象概念，而是祂在你生活裡的真實臨在。;Mt 22:41-46 | Mk 12:35-37 | Lk 20:41-44;Mt 22:41-46;Mk 12:35-37;Lk 20:41-44;;經文明載;經文段落連結;高;高;事件;後設>說明;;;;;;;;;;;;;;;;;天國門徒生活（綜合）;;;;;;;控制／權力壓力;你被規則逼著活，祂把你放回恩典。（E-155）;控制／權力壓力;身份困惑;【大衛子孫的辯論】 耶穌在這段故事中主動靠近人：救恩不是抽象概念，而是祂在你生活裡的真實臨在。;教導把真理放進人的日常，指出真正的自由來自與耶穌連結；救恩不是靠知識累積，因為祂已把我們帶進新身份。
371;156;E-156;—;;Meta;冬;週二;聖殿;七禍責備偽善;;審判;同理、耐心、智慧;假冒為善;【七禍責備偽善】 耶穌在這段故事中主動靠近人：救恩不是抽象概念，而是祂在你生活裡的真實臨在。;Mt 23:1-39 | Mk 12:38-40 | Lk 20:45-47;Mt 23:1-39;Mk 12:38-40;Lk 20:45-47;;經文明載;經文段落連結;高;高;事件;後設>說明;;;;;;;;;;;;;;;;;天國門徒生活（綜合）;;;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-156）;身份困惑;匱乏／無力;【七禍責備偽善】 耶穌在這段故事中主動靠近人：救恩不是抽象概念，而是祂在你生活裡的真實臨在。;衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。
372;157;E-157;—;;Meta;冬;週二;聖殿;寡婦的兩個小錢;;奉獻;同理、耐心、智慧;全部養生;【寡婦的兩個小錢】 耶穌在這段故事中主動靠近人：救恩不是抽象概念，而是祂在你生活裡的真實臨在。;Mk 12:41-44 | Lk 21:1-4;;Mk 12:41-44;Lk 21:1-4;;經文明載;經文段落連結;高;高;事件;後設>說明;;;;;;;;;;;;;;;;;金錢／偶像與信靠;;;;;;;失去／哀傷;你以為結束了，祂說：還沒。（E-157）;失去／哀傷;焦慮／恐懼;【寡婦的兩個小錢】 耶穌在這段故事中主動靠近人：救恩不是抽象概念，而是祂在你生活裡的真實臨在。;衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。
373;158;E-158;0030-04;;Passion Week;冬;週二;聖殿外院;希臘人求見;;榮耀;榮耀、真理、恩典;麥子落地;【希臘人求見】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;Jn 12:20-26;;;;Jn 12:20-26;經文明載;福音書順序;高;高;事件;教導>教導;;信心/懼怕/疑惑;;;;;;;;;;;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2｜共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;理由：①本事件集中在「十字架的代替與救贖」；②書信明確把耶穌之死解釋為挽回祭/代罪羔羊/一次永遠的獻上；③共同信息：罪得赦免與與神和好皆源於基督完成。;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2;共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 1:1-3; 出 34:6; 賽 9:2";;;;;;匱乏／無力;你撐不住時，祂先供應你。（E-158）;匱乏／無力;身份困惑;【希臘人求見】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;耶穌的身分在任何人的回應之前先被宣告，顯明被接納不是績效換來，而是白白的愛先行。
374;159;E-159;0030-04;;Passion Week;冬;週二;聖殿外院;人子得榮耀(天上有聲音);;啟示;榮耀、真理、恩典;雷聲與天使;【人子得榮耀(天上有聲音)】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;Jn 12:27-36;;;;Jn 12:27-36;經文明載;福音書順序;高;高;事件;神蹟>介入自然/超自然記號;;;;;;神蹟綜合;;;;;;;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2｜共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;理由：①本事件集中在「十字架的代替與救贖」；②書信明確把耶穌之死解釋為挽回祭/代罪羔羊/一次永遠的獻上；③共同信息：罪得赦免與與神和好皆源於基督完成。;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2;共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;神國能力／記號;"【M】[彌賽亞預言] 創 1:1-3; 出 34:6; 賽 9:2";;;;;;身份困惑;祂先介入你的現場，再重寫你的信心。（E-159）;身份困惑;匱乏／無力;【人子得榮耀(天上有聲音)】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;耶穌的身分在任何人的回應之前先被宣告，顯明被接納不是績效換來，而是白白的愛先行。
375;160;E-160;0030-04;;Passion Week;冬;週二;耶路撒冷;最後公開呼喊與不信的審判;;啟示;榮耀、真理、恩典;光來到世上;【最後公開呼喊與不信的審判】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;Jn 12:37-50;;;;Jn 12:37-50;經文明載;福音書順序;高;高;事件;教導>教導;;天國/福音;;天國警醒;;;;;;;;;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2｜共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;理由：①本事件集中在「十字架的代替與救贖」；②書信明確把耶穌之死解釋為挽回祭/代罪羔羊/一次永遠的獻上；③共同信息：罪得赦免與與神和好皆源於基督完成。;羅 5:6-11；林後 5:21；彼前 2:24；來 9:11-15；約壹 2:1-2;共同點：十字架是福音核心；耶穌代替、赦罪、更新，成就與神和好。;政治神學／權柄與順服;"【M】[彌賽亞預言] 創 1:1-3; 出 34:6; 賽 9:2";;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-160）;身份困惑;匱乏／無力;【最後公開呼喊與不信的審判】 受難週的張力把人心照亮：耶穌選擇愛到底，讓你不靠表現換接納，而靠祂完成得平安。;神先向人揭露耶穌的真實身分，救恩的起點不是人找到神，而是神把自己給人看見，讓信心有可依據的對象。
376;161;E-161;—;;Meta;冬;週二;橄欖山;橄欖山講論(1):末世徵兆;;末世;警醒、真理、牧養;警醒;【橄欖山講論(1):末世徵兆】 耶穌在這段故事中主動靠近人：救恩不是抽象概念，而是祂在你生活裡的真實臨在。;Mt 24:1-51 | Mk 13:1-37 | Lk 21:5-38;Mt 24:1-51;Mk 13:1-37;Lk 21:5-38;;經文明載;經文段落連結;高;高;事件;後設>說明;;;;;;;;;;;;;;;;;天國門徒生活（綜合）;;;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-161）;身份困惑;匱乏／無力;【橄欖山講論(1):末世徵兆】 耶穌在這段故事中主動靠近人：救恩不是抽象概念，而是祂在你生活裡的真實臨在。;耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向白白的愛；因此順服不是交換救恩，而是被拯救後的新生活。
377;162;E-162;—;;Meta;冬;週二;橄欖山;橄欖山講論(2):十童女/才幹/山羊;;審判;警醒、真理、牧養;預備油;【橄欖山講論(2):十童女/才幹/山羊】 耶穌在這段故事中主動靠近人：救恩不是抽象概念，而是祂在你生活裡的真實臨在。;Mt 25:1-46;Mt 25:1-46;;;;經文明載;福音書順序;高;高;事件;後設>說明;;;;;;;;;;;;;;;;;天國門徒生活（綜合）;;;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-162）;身份困惑;匱乏／無力;【橄欖山講論(2):十童女/才幹/山羊】 耶穌在這段故事中主動靠近人：救恩不是抽象概念，而是祂在你生活裡的真實臨在。;耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向白白的愛；因此順服不是交換救恩，而是被拯救後的新生活。
